row_id,conflict_name,conflict_id,country_id,incompatibility,dyad_name,dyad_id,unclear_dyad,monadic_event,intensity,start_event,end_event,temporal_precision,source,third_states_no,third_igo_no,third_other,third_faith_based,third_name,third_id1,third_id2,third_id3,third_id4,third_id5,third_id6,third_id7,third_id8,third_id9,third_id10,third_id11,third_id12,third_id13,third_id14,third_id15,third_id16,third_id17,third_id18,third_id19,third_id20,third_total,warring_party,type_of_talks,talks_incompatibility,talks_conflict_behavior,talks_other,talks_unknown,good_office,fact_finding,permanent_observers,peacekeeping
1,Algeria,191,615,2,Government of Algeria - AIS,1,0,0,1,06/25/1993,06/25/1993,1,"Reuters 1993-06-25, ""Algerian head of state meets Egyptian president""",1,0,0,0,Egypt,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
2,Algeria,191,615,2,Government of Algeria - AIS,1,0,0,2,04/01/1994,04/30/1994,4,"Reuters 1994-12-13 ""French envoy offered Algeria mediation - FIS chief.""",1,0,0,0,France,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,0,0,0,0,0
3,Algeria,191,615,2,Government of Algeria - AIS,1,0,0,2,11/21/1994,11/22/1994,1,"Reuters 1994-11-21 ""Algerian press brands Rome talks ""oriental dance""."" AND Reuters 1994-11-22 ""Algerian opposition urges end to killing.""",0,0,1,1,The Sant' Egidio Community,12033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,0,0,0,0,0
4,Algeria,191,615,2,Government of Algeria - AIS,1,0,0,1,01/08/1995,01/13/1995,1,"Reuters 1995-01-10 ""Algerian opposition groups draft peace proposal."" AND 1995-01-11 ""France cautiously welcomes Algeria parties' accord."" AND BBC 1995-01-16 ""OPPOSITION CALLS FOR TALKS WITH GOVERNMENT, RECOGNITION OF FIS.""",0,0,1,1,The Sant' Egidio Community,12033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,1,0,0,0,0,0
5,Algeria,191,615,2,Government of Algeria - AIS,1,0,0,1,01/26/1995,01/26/1995,1,"Reuters 1995-01-25 ""Algerian Foreign Minister to meet Pope's aide."" AND Reuetrs 1995-01-26 ""Algerian elections possible in July, minister says.""",0,0,1,1,Vatican,12029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
6,Algeria,191,615,2,Government of Algeria - AIS,1,0,0,1,02/12/1996,02/18/1996,3,"Reuters 1996-02-19 ""Algiers angered by Mandela talks with militant.""",1,0,0,0,South Africa,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,0,0,0,0,0
7,Algeria,191,615,2,Government of Algeria - AIS,1,0,0,1,02/24/1996,02/24/1996,1,"Reuters 1996-02-24 ""Mandela's emissary arrives in Algiers to mend ties.""",1,0,0,0,South Africa,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
8,Algeria,191,615,2,Government of Algeria - AIS,1,1,0,1,12/15/1997,12/16/1997,1,"Reuters 1997-12-15 ""Algerian interior minister visits Spain.""",1,0,0,0,Spain,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
9,Algeria,191,615,2,Government of Algeria - GIA,3,1,0,2,12/15/1997,12/16/1997,1,"Reuters 1997-12-15 ""Algerian interior minister visits Spain.""",1,0,0,0,Spain,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
10,Algeria,191,615,0,Government of Algeria - AIS,1,1,0,0,01/10/1998,01/13/1998,1,"Reuters 1998-01-11 ""Algeria wins Chinese support ahead of EU talks.""",1,0,0,0,China,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0
11,Algeria,191,615,2,Government of Algeria - GIA,3,1,0,2,01/10/1998,01/13/1998,1,"Reuters 1998-01-11 ""Algeria wins Chinese support ahead of EU talks.""",1,0,0,0,China,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0
12,Algeria,191,615,0,Government of Algeria - AIS,1,1,0,0,01/20/1998,01/21/1998,1,"Reuters 1998-01-19 ""EU mission heads for Algeria for talks on killings."" AND Reuters 1998-01-19 ""Ten die in shoot-out, attacks in Algeria - papers."" AND Reuters 1998-01-20 ""Positive start to delicate EU-Algeria talks - envoy.""",0,1,0,0,EC/EU,11010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
13,Algeria,191,615,2,Government of Algeria - GIA,3,1,0,2,01/20/1998,01/21/1998,1,"Reuters 1998-01-19 ""EU mission heads for Algeria for talks on killings."" AND Reuters 1998-01-19 ""Ten die in shoot-out, attacks in Algeria - papers."" AND Reuters 1998-01-20 ""Positive start to delicate EU-Algeria talks - envoy.""",0,1,0,0,EC/EU,11010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
14,Algeria,191,615,0,Government of Algeria - AIS,1,1,0,0,02/07/1998,02/11/1998,1,"Reuters 1998-02-11 ""Euro-deputies say Algeria moving on democracy.""",0,1,0,0,EC/EU,11010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
15,Algeria,191,615,2,Government of Algeria - GIA,3,1,0,2,02/07/1998,02/11/1998,1,"Reuters 1998-02-11 ""Euro-deputies say Algeria moving on democracy.""",0,1,0,0,EC/EU,11010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
16,Algeria,191,615,0,Government of Algeria - AIS,1,1,0,0,07/22/1998,08/05/1998,4,"Reuters 1998-07-22 ""UN fact-finding panel heads to violence-hit Algeria."" AND Reuters 1998-07-26 ""Twelve Algerians die in massacre amid U.N. team trip.""",0,1,0,0,UN,11024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
17,Algeria,191,615,2,Government of Algeria - GIA,3,1,0,2,07/22/1998,08/05/1998,4,"Reuters 1998-07-22 ""UN fact-finding panel heads to violence-hit Algeria."" AND Reuters 1998-07-26 ""Twelve Algerians die in massacre amid U.N. team trip.""",0,1,0,0,UN,11024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18,Algeria,191,615,0,Government of Algeria - AIS,1,1,0,0,07/14/1999,07/14/1999,1,"Reuters 1999-07-14, ""New Algerian amnesty law for Moslem rebels""",0,1,0,0,AU,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0
19,Algeria,191,615,2,Government of Algeria - GIA,3,1,0,1,07/14/1999,07/14/1999,1,"Reuters 1999-07-14, ""New Algerian amnesty law for Moslem rebels""",0,1,0,0,AU,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0
20,Algeria,191,615,2,Government of Algeria - AQIM,4,1,0,1,07/14/1999,07/14/1999,1,"Reuters 1999-07-14, ""New Algerian amnesty law for Moslem rebels""",0,1,0,0,AU,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0
21,Algeria,191,615,0,Government of Algeria - AIS,1,1,0,0,06/01/2000,06/30/2000,4,"Reuters 2000-06-13 ""Rights group accuses Algerian state of abuses.""",0,0,1,0,FIDH,12040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22,Algeria,191,615,2,Government of Algeria - GIA,3,1,0,1,06/01/2000,06/30/2000,4,"Reuters 2000-06-13 ""Rights group accuses Algerian state of abuses.""",0,0,1,0,FIDH,12040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
23,Algeria,191,615,2,Government of Algeria - GIA,3,1,0,1,11/05/2001,11/05/2001,1,"Reuters 2001-11-06, ""UPDATE 2-Bush seeks to shore up support for war efforts""",1,0,0,0,USA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
24,Algeria,191,615,2,Government of Algeria - AQIM,4,1,0,1,11/05/2001,11/05/2001,1,"Reuters 2001-11-06, ""UPDATE 2-Bush seeks to shore up support for war efforts""",1,0,0,0,USA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
25,Algeria,191,615,2,Government of Algeria - GIA,3,1,0,1,10/04/2002,10/04/2002,1,"AFP 2002-10-07, ""Rights group slams Madrid for anti-terrorism talks with Algeria""",1,0,0,0,Spain,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
26,Algeria,191,615,2,Government of Algeria - AQIM,4,1,0,1,10/04/2002,10/04/2002,1,"AFP 2002-10-07, ""Rights group slams Madrid for anti-terrorism talks with Algeria""",1,0,0,0,Spain,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
27,Algeria,191,615,2,Government of Algeria - GIA,3,0,0,1,10/07/2002,10/08/2002,1,"Reuters 2002-10-07 ""Rights group slams Madrid for anti-terrorism talks with Algeria.""",1,0,0,0,Spain,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
28,Algeria,191,615,2,Government of Algeria - GIA,3,1,0,1,12/09/2002,12/09/2002,1,"Reuters 2002-12-09, ""U.S. to sell arms to Algeria for fight against rebels""",1,0,0,0,USA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
29,Algeria,191,615,2,Government of Algeria - AQIM,4,1,0,1,12/09/2002,12/09/2002,1,"Reuters 2002-12-09, ""U.S. to sell arms to Algeria for fight against rebels""",1,0,0,0,USA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
30,Algeria,191,615,2,Government of Algeria - GIA,3,1,0,1,10/23/2003,10/23/2003,1,"Reuters 2003-10-25, ""Top US official discusses war on terror in Algeria""; Reuters 2003-10-25, ""UPDATE 1-U.S.-Algerian ""counter-terrorism"" to intensify-Burns""; Reuters 2003-10-25, ""UPDATE 1-U.S.-Algerian ""counter-terrorism"" to intensify-Burns""",1,0,0,0,USA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
31,Algeria,191,615,2,Government of Algeria - AQIM,4,1,0,1,10/23/2003,10/23/2003,1,"Reuters 2003-10-25, ""Top US official discusses war on terror in Algeria""; Reuters 2003-10-25, ""UPDATE 1-U.S.-Algerian ""counter-terrorism"" to intensify-Burns""; Reuters 2003-10-25, ""UPDATE 1-U.S.-Algerian ""counter-terrorism"" to intensify-Burns""",1,0,0,0,USA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
32,Algeria,191,615,2,Government of Algeria - GIA,3,1,0,1,12/01/2003,12/31/2003,4,"Reuters 2003-12-06, ""UPDATE 1-Europe to help North Africa fight roots of terror""",1,0,0,0,USA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
33,Algeria,191,615,2,Government of Algeria - AQIM,4,1,0,1,12/01/2003,12/31/2003,4,"Reuters 2003-12-06, ""UPDATE 1-Europe to help North Africa fight roots of terror""",1,0,0,0,USA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
34,Algeria,191,615,2,Government of Algeria - GIA,3,1,0,1,12/05/2003,12/05/2003,1,"Reuters 2003-12-06, ""UPDATE 1-Europe to help North Africa fight roots of terror""",5,1,0,0,"France, Italy, Malta, Portugal, Spain, The Arab Maghreb Union",220,325,338,235,230,11021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,0,1,0,0,0,0,0
35,Algeria,191,615,2,Government of Algeria - AQIM,4,1,0,1,12/05/2003,12/05/2003,1,"Reuters 2003-12-06, ""UPDATE 1-Europe to help North Africa fight roots of terror""",5,1,0,0,"France, Italy, Malta, Portugal, Spain, The Arab Maghreb Union",220,325,338,235,230,11021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,0,1,0,0,0,0,0
36,Algeria,191,615,0,Government of Algeria - GIA,3,1,0,0,07/17/2004,07/18/2004,1,"AFP 2004-07-16, ""French defense minister arrives for Algeria visit, first since independence""",1,0,0,0,France,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
37,Algeria,191,615,2,Government of Algeria - AQIM,4,1,0,1,07/17/2004,07/18/2004,1,"AFP 2004-07-16, ""French defense minister arrives for Algeria visit, first since independence""",1,0,0,0,France,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
38,Algeria,191,615,2,Government of Algeria - AQIM,4,0,0,1,07/19/2004,07/19/2004,1,"Xinhua 2004-07-21, ""Algeria denies talks with Chad rebels over top militant's extradition""",1,0,0,0,Chad,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
39,Algeria,191,615,2,Government of Algeria - AQIM,4,0,0,1,09/01/2004,09/30/2004,4,"Reuters 2004-09-12, ""UPDATE 1-Algeria in talks with Chad on handover of militant""",1,0,0,0,Chad,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
40,Algeria,191,615,0,Government of Algeria - GIA,3,1,0,0,10/07/2004,10/07/2004,1,"AFP 2004-10-07, ""Nigerian, Algerian presidents hold talks on trade and terrorism""",1,0,0,0,Nigeria,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
41,Algeria,191,615,2,Government of Algeria - AQIM,4,1,0,1,10/07/2004,10/07/2004,1,"AFP 2004-10-07, ""Nigerian, Algerian presidents hold talks on trade and terrorism""",1,0,0,0,Nigeria,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
42,Algeria,191,615,0,Government of Algeria - GIA,3,1,0,0,10/11/2004,10/12/2004,1,"AP 2004-10-12, ""French Interior Min In Algeria For Two Days Of Talks""",1,0,0,0,France,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
43,Algeria,191,615,2,Government of Algeria - AQIM,4,1,0,1,10/11/2004,10/12/2004,1,"AP 2004-10-12, ""French Interior Min In Algeria For Two Days Of Talks""",1,0,0,0,France,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
44,Algeria,191,615,0,Government of Algeria - GIA,3,1,0,0,10/16/2004,10/16/2004,1,"AFP 2004-10-16, ""Germany backing Algerian democratic reforms: Schroeder""",1,0,0,0,Germany,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0
45,Algeria,191,615,2,Government of Algeria - AQIM,4,1,0,1,10/16/2004,10/16/2004,1,"AFP 2004-10-16, ""Germany backing Algerian democratic reforms: Schroeder""",1,0,0,0,Germany,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0
46,Algeria,191,615,0,Government of Algeria - GIA,3,1,0,0,11/01/2004,11/30/2004,4,"AP 2004-11-24, ""NATO Chief Makes Inaugural Algeria Trip For Talks Thurs""",6,1,0,0,"Mauritania, Morocco, Egypt, Tunisia, Israel, Jordan, NATO",435,600,651,616,666,663,11015,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,0,0,1,0,0,0,0,0
47,Algeria,191,615,2,Government of Algeria - AQIM,4,1,0,1,11/01/2004,11/30/2004,4,"AP 2004-11-24, ""NATO Chief Makes Inaugural Algeria Trip For Talks Thurs""",6,1,0,0,"Mauritania, Morocco, Egypt, Tunisia, Israel, Jordan, NATO",435,600,651,616,666,663,11015,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,0,0,1,0,0,0,0,0
48,Algeria,191,615,0,Government of Algeria - GIA,3,1,0,0,11/24/2004,11/24/2004,1,"AP 2004-11-24, ""NATO Chief Makes Inaugural Algeria Trip For Talks Thurs""",0,1,0,0,NATO,11015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
49,Algeria,191,615,2,Government of Algeria - AQIM,4,1,0,1,11/24/2004,11/24/2004,1,"AP 2004-11-24, ""NATO Chief Makes Inaugural Algeria Trip For Talks Thurs""",0,1,0,0,NATO,11015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
50,Angola,131,540,2,Government of Angola - UNITA,7,0,0,2,09/03/1993,09/03/1993,1,"Reuters 1993-09-03 ""Angolan rebel leader makes fresh peace overtures.""",1,0,0,0,Portugal,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,0,0,0,0
51,Angola,131,540,2,Government of Angola - UNITA,7,0,0,2,09/06/1993,09/09/1993,2,"Reuters 1993-09-09 ""U.S. urges Savimbi to join new peace efforts.""",1,0,0,0,USA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,0,0,0,0,0
52,Angola,131,540,2,Government of Angola - UNITA,7,0,0,2,09/12/1993,09/15/1993,2,"Reuters 1993-09-15 ""UNITA welcomes sanctions respite.""",0,1,0,0,UN,11024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,0,0,0,0
53,Angola,131,540,2,Government of Angola - UNITA,7,0,0,2,09/14/1993,09/14/1993,1,"Reuters 1993-09-14 ""UNITA meets U.N. envoy to discuss Angola peace plans.""",0,1,0,0,UN,11024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,0,0,0,0,0
54,Angola,131,540,2,Government of Angola - UNITA,7,0,0,2,09/14/1993,09/14/1993,1,"Reuters 1993-09-14 ""UNITA meets U.N. envoy to discuss Angola peace plans.""",1,0,0,0,Ivory Coast,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
55,Angola,131,540,2,Government of Angola - UNITA,7,0,0,2,09/14/1993,09/17/1993,2,"Reuters 1993-09-17 ""Angola's UNITA optimistic after talks with U.S. team.""",1,0,0,0,USA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,0,0,0,0,0
56,Angola,131,540,2,Government of Angola - UNITA,7,0,0,2,09/14/1993,09/17/1993,2,"Reuters 1993-09-17 ""Angola's UNITA optimistic after talks with U.S. team.""",1,0,0,0,Ivory Coast,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
57,Angola,131,540,2,Government of Angola - UNITA,7,0,0,2,09/27/1993,09/28/1993,1,"Reuters 1993-09-27 ""Sao Tome, Angolan leaders meet to try for peace."" AND Reuters 1993-09-29 ""Sao Tome leader pessimistic on early Angola truce.""",1,0,0,0,Sao Tome and Principe,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
58,Angola,131,540,2,Government of Angola - UNITA,7,0,0,2,10/04/1993,10/07/1993,2,"Reuters 1993-10-07 ""Portugal urges Angola to resume talks with UNITA.""",1,0,0,0,Portugal,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,0,0,0,0,0
59,Angola,131,540,2,Government of Angola - UNITA,7,0,0,2,10/19/1993,10/19/1993,1,"Reuters 1993-10-19 ""UNITA makes concessions in talks with U.N.""",0,1,0,0,UN,11024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,0,0,0,0
60,Angola,131,540,2,Government of Angola - UNITA,7,0,0,2,10/26/1993,10/26/1993,1,"Reuters 1993-10-26 ""Exploratory Angolan peace talks underway in Lusaka.""  AND Reuters 1993-10-29 ""Angolan peace talks end, fighting reported."" AND Reuters 1993-10-29 ""Angolan peace talks end in Zambia""",0,1,0,0,UN,11024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,0,0,0,0
61,Angola,131,540,2,Government of Angola - UNITA,7,0,0,2,10/26/1993,10/26/1993,1,"Reuters 1993-10-26 ""Exploratory Angolan peace talks underway in Lusaka.""  AND Reuters 1993-10-29 ""Angolan peace talks end, fighting reported."" AND Reuters 1993-10-29 ""Angolan peace talks end in Zambia""",1,0,0,0,Zambia,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
62,Angola,131,540,2,Government of Angola - UNITA,7,0,0,2,11/15/1993,12/24/1993,1,"Reuters 1993-11-15 ""U.N. envoy meets observers, contacts Angolan foes."" AND 1993-11-16 ""Angolan government, rebels said to have met."" AND 1993-11-16 ""Angolan paper hints at ceasefire agreement."" AND 1993-11-23 ""Angolan peace talks inch towards progress."" AND Reuters 1993-12-24 ""UNITA says it might quit peace talks.""",3,1,0,0,"UN, USA, Russia, Portugal",11024,2,365,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1,0,0,0,0,0,0
63,Angola,131,540,2,Government of Angola - UNITA,7,0,0,2,11/15/1993,12/24/1993,1,"Reuters 1993-11-15 ""U.N. envoy meets observers, contacts Angolan foes."" AND 1993-11-16 ""Angolan government, rebels said to have met."" AND 1993-11-16 ""Angolan paper hints at ceasefire agreement."" AND 1993-11-23 ""Angolan peace talks inch towards progress."" AND Reuters 1993-12-24 ""UNITA says it might quit peace talks.""",1,0,0,0,Zambia,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
64,Angola,131,540,2,Government of Angola - UNITA,7,0,0,2,01/06/1994,01/31/1994,1,"Reuters 1994-01-06 ""Angolan peace talks to resume after recess."" AND Reuters 1994-01-11 ""Angolan fighting worsens, government says."" AND Reuters 1994-01-13 ""Angolans agree on thorny issue of police."" AND Reuters 1994-01-13 ""Angolan talks make progress on police shake-out."" AND Reuters 1994-01-17 ""Angolan radio says 52 rebels killed in attacks."" AND Reuters 1994-01-18 ""Angolan government says peace talks are stalled."" AND Reuters 1994-01-31 ""Angolan government, UNITA agree on police force.""",3,1,0,0,"UN, USA, Russia, Portugal",11024,2,365,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1,0,0,0,0,0,0
65,Angola,131,540,2,Government of Angola - UNITA,7,0,0,2,01/06/1994,01/31/1994,1,"Reuters 1994-01-06 ""Angolan peace talks to resume after recess."" AND Reuters 1994-01-11 ""Angolan fighting worsens, government says."" AND Reuters 1994-01-13 ""Angolans agree on thorny issue of police."" AND Reuters 1994-01-13 ""Angolan talks make progress on police shake-out."" AND Reuters 1994-01-17 ""Angolan radio says 52 rebels killed in attacks."" AND Reuters 1994-01-18 ""Angolan government says peace talks are stalled.""",1,0,0,0,Zambia,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
66,Angola,131,540,2,Government of Angola - UNITA,7,0,0,2,01/09/1994,01/09/1994,1,"Reuters 1994-01-09 ""U.S. congressmen meet Angolan rebels.""",1,0,0,0,USA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,0,0,0,0,0
67,Angola,131,540,2,Government of Angola - UNITA,7,0,0,2,01/09/1994,01/09/1994,1,"Reuters 1994-01-09 ""U.S. congressmen meet Angolan rebels.""",1,0,0,0,Zimbabwe,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
68,Angola,131,540,2,Government of Angola - UNITA,7,0,0,2,02/09/1994,02/09/1994,1,"Reuters 1994-02-09 ""Angola says ceasefire talks must await overall deal.""",1,0,0,0,Sao Tome and Principe,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
69,Angola,131,540,2,Government of Angola - UNITA,7,0,0,2,02/15/1994,03/13/1994,4,"Reuters 1994-02-16 ""UNITA says reconciliation talks going well."" AND 1994-02-21 ""UNITA presents demands for national reconciliation."" AND 1994-03-01 ""UNITA says Angolan government not serious in talks."" AND Reuters 1994-03-13 ""Savimbi confident peace will be achieved in Lusaka.""",3,1,0,0,"UN, USA, Russia, Portugal",11024,2,365,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,0,0,0,0,0,0
70,Angola,131,540,2,Government of Angola - UNITA,7,0,0,2,02/15/1994,03/13/1994,4,"Reuters 1994-02-16 ""UNITA says reconciliation talks going well."" AND 1994-02-21 ""UNITA presents demands for national reconciliation."" AND 1994-03-01 ""UNITA says Angolan government not serious in talks."" AND Reuters 1994-03-13 ""Savimbi confident peace will be achieved in Lusaka.""",1,0,0,0,Zambia,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
71,Angola,131,540,2,Government of Angola - UNITA,7,0,0,2,03/13/1994,03/13/1994,1,"Reuters 1994-03-13 ""Savimbi confident peace will be achieved in Lusaka.""",0,1,0,0,UN,11024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,0,0,0,0
72,Angola,131,540,2,Government of Angola - UNITA,7,0,0,2,03/13/1994,03/13/1994,1,"Reuters 1994-03-13 ""Savimbi confident peace will be achieved in Lusaka.""",0,1,0,0,UN,11024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0
73,Angola,131,540,2,Government of Angola - UNITA,7,0,0,2,03/15/1994,04/06/1994,4,"Reuters 1994-03-15 ""UNITA seeks clarification of opposition role."" AND Reuters 1994-03-18 "" UNITA accepts Angolan ministerial offers."" AND Reuters 1994-03-28 ""Angolan negotiators discuss new poll."" AND Reuters 1994-04-08 ""UN chief calls for new peace moves in Angola.""",3,1,0,0,"UN, USA, Russia, Portugal",11024,2,365,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,0,0,0,0,0,0
